"ID","SimilarityMetric","Label1","evaluationMode","Label2","FingerprintRadius","Label3","similarityThreshold","Label4","BA","sdBA","Label5","F1","sdF1","Label6","MCC","sdMCC","Label7","nFound","sdnFound","Label8","nNotFound","sdnNotFound"
"203","TverskySimilarity","evaluationMode:","top","FPRadius",3,"similarityThreshold:",0.45,"ba:",0.92685,0.01553,"f1:",0.97604,0.00302,"mcc",0.80589,0.02518,"found:",878,14.23,"notFound",133,13.63
"191","TverskySimilarity","evaluationMode:","top","FPRadius",2,"similarityThreshold:",0.55,"ba:",0.92463,0.00792,"f1:",0.97566,0.00234,"mcc",0.80627,0.02095,"found:",855,11.78,"notFound",156,11.34
"50","TanimotoSimilarity","evaluationMode:","probability","FPRadius",1,"similarityThreshold:",0.55,"ba:",0.86785,0.01063,"f1:",0.96787,0.00294,"mcc",0.81394,0.01101,"found:",651,9.33,"notFound",361,9.83
"201","TverskySimilarity","evaluationMode:","probability","FPRadius",3,"similarityThreshold:",0.5,"ba:",0.88912,0.01122,"f1:",0.97271,0.00246,"mcc",0.81457,0.01562,"found:",753,17.23,"notFound",258,16.66
"190","TverskySimilarity","evaluationMode:","probability","FPRadius",2,"similarityThreshold:",0.6,"ba:",0.89735,0.01295,"f1:",0.97476,0.00283,"mcc",0.83145,0.01222,"found:",714,13.8,"notFound",297,13.43
"125","DiceSimilarity","evaluationMode:","top","FPRadius",3,"similarityThreshold:",0.45,"ba:",0.91684,0.02121,"f1:",0.97812,0.00448,"mcc",0.83582,0.03199,"found:",814,7.96,"notFound",198,7.93
"198","TverskySimilarity","evaluationMode:","top","FPRadius",3,"similarityThreshold:",0.5,"ba:",0.94084,0.01237,"f1:",0.97932,0.0025,"mcc",0.84305,0.02103,"found:",753,17.23,"notFound",258,16.66
"116","DiceSimilarity","evaluationMode:","top","FPRadius",2,"similarityThreshold:",0.55,"ba:",0.9182,0.02012,"f1:",0.97905,0.00443,"mcc",0.84542,0.03222,"found:",776,6.77,"notFound",236,6.19
"236","calc_ergfp","evaluationMode:","probability","FPRadius",0,"similarityThreshold:",0.85,"ba:",0.89687,0.02424,"f1:",0.98629,0.00306,"mcc",0.84787,0.02652,"found:",361,11.07,"notFound",651,11.86
"126","DiceSimilarity","evaluationMode:","probability","FPRadius",3,"similarityThreshold:",0.5,"ba:",0.89363,0.01512,"f1:",0.97621,0.00405,"mcc",0.84808,0.02053,"found:",683,8.49,"notFound",329,8.06
"99","DiceSimilarity","evaluationMode:","top","FPRadius",1,"similarityThreshold:",0.7,"ba:",0.91246,0.01258,"f1:",0.97765,0.00294,"mcc",0.84871,0.02107,"found:",700,9.57,"notFound",311,9.7
"185","TverskySimilarity","evaluationMode:","top","FPRadius",2,"similarityThreshold:",0.6,"ba:",0.93874,0.00983,"f1:",0.97987,0.00238,"mcc",0.85058,0.01983,"found:",714,13.8,"notFound",297,13.43
"69","TanimotoSimilarity","evaluationMode:","top","FPRadius",3,"similarityThreshold:",0.3,"ba:",0.92667,0.02064,"f1:",0.98022,0.00408,"mcc",0.85191,0.02873,"found:",781,9.02,"notFound",230,8.83
"114","DiceSimilarity","evaluationMode:","probability","FPRadius",2,"similarityThreshold:",0.6,"ba:",0.91117,0.01243,"f1:",0.97943,0.0032,"mcc",0.87074,0.01963,"found:",633,9.22,"notFound",379,9.65
"57","TanimotoSimilarity","evaluationMode:","top","FPRadius",2,"similarityThreshold:",0.4,"ba:",0.9352,0.01725,"f1:",0.982,0.00361,"mcc",0.87141,0.02516,"found:",714,8.28,"notFound",298,8.14
"40","TanimotoSimilarity","evaluationMode:","top","FPRadius",1,"similarityThreshold:",0.55,"ba:",0.9298,0.01229,"f1:",0.98122,0.00225,"mcc",0.87144,0.01745,"found:",651,9.33,"notFound",361,9.83
"160","TverskySimilarity","evaluationMode:","top","FPRadius",1,"similarityThreshold:",0.8,"ba:",0.94992,0.01478,"f1:",0.98163,0.0042,"mcc",0.87635,0.02936,"found:",419,12.39,"notFound",592,12.02
"67","TanimotoSimilarity","evaluationMode:","probability","FPRadius",3,"similarityThreshold:",0.35,"ba:",0.91846,0.01074,"f1:",0.98133,0.00238,"mcc",0.87742,0.01578,"found:",636,9.95,"notFound",375,9.5
"235","calc_ergfp","evaluationMode:","top","FPRadius",0,"similarityThreshold:",0.85,"ba:",0.9276,0.01038,"f1:",0.98983,0.00196,"mcc",0.87907,0.02278,"found:",361,11.07,"notFound",651,11.86
"163","TverskySimilarity","evaluationMode:","probability","FPRadius",1,"similarityThreshold:",0.8,"ba:",0.9408,0.01774,"f1:",0.98179,0.00485,"mcc",0.88065,0.0332,"found:",419,12.39,"notFound",592,12.02
"44","TanimotoSimilarity","evaluationMode:","probability","FPRadius",1,"similarityThreshold:",0.6,"ba:",0.91991,0.00813,"f1:",0.98143,0.003,"mcc",0.88452,0.01447,"found:",508,12.66,"notFound",503,13.07
"97","DiceSimilarity","evaluationMode:","probability","FPRadius",1,"similarityThreshold:",0.75,"ba:",0.91991,0.00813,"f1:",0.98143,0.003,"mcc",0.88452,0.01447,"found:",508,12.66,"notFound",503,13.07
"192","TverskySimilarity","evaluationMode:","top","FPRadius",3,"similarityThreshold:",0.55,"ba:",0.95903,0.00864,"f1:",0.98533,0.0019,"mcc",0.89387,0.01454,"found:",617,10.88,"notFound",395,10.13
"195","TverskySimilarity","evaluationMode:","probability","FPRadius",3,"similarityThreshold:",0.55,"ba:",0.94585,0.007,"f1:",0.98525,0.00077,"mcc",0.89678,0.00761,"found:",617,10.88,"notFound",395,10.13
"122","DiceSimilarity","evaluationMode:","top","FPRadius",3,"similarityThreshold:",0.5,"ba:",0.94764,0.01429,"f1:",0.98582,0.002,"mcc",0.89734,0.0138,"found:",683,8.49,"notFound",329,8.06
"180","TverskySimilarity","evaluationMode:","top","FPRadius",2,"similarityThreshold:",0.65,"ba:",0.95862,0.00962,"f1:",0.98592,0.00214,"mcc",0.89971,0.01383,"found:",558,12.69,"notFound",454,12.46
"121","DiceSimilarity","evaluationMode:","probability","FPRadius",3,"similarityThreshold:",0.55,"ba:",0.94155,0.01306,"f1:",0.98536,0.00292,"mcc",0.90463,0.01786,"found:",559,9.22,"notFound",452,9.77
"182","TverskySimilarity","evaluationMode:","probability","FPRadius",2,"similarityThreshold:",0.65,"ba:",0.95083,0.00937,"f1:",0.9865,0.00192,"mcc",0.90625,0.01368,"found:",558,12.69,"notFound",454,12.46
"109","DiceSimilarity","evaluationMode:","top","FPRadius",2,"similarityThreshold:",0.6,"ba:",0.95428,0.01621,"f1:",0.98714,0.00254,"mcc",0.91167,0.01747,"found:",633,9.22,"notFound",379,9.65
"36","TanimotoSimilarity","evaluationMode:","top","FPRadius",1,"similarityThreshold:",0.6,"ba:",0.95199,0.01187,"f1:",0.98727,0.00337,"mcc",0.91507,0.0202,"found:",508,12.66,"notFound",503,13.07
"92","DiceSimilarity","evaluationMode:","top","FPRadius",1,"similarityThreshold:",0.75,"ba:",0.95199,0.01187,"f1:",0.98727,0.00337,"mcc",0.91507,0.0202,"found:",508,12.66,"notFound",503,13.07
"64","TanimotoSimilarity","evaluationMode:","top","FPRadius",3,"similarityThreshold:",0.35,"ba:",0.96083,0.0164,"f1:",0.98812,0.00253,"mcc",0.91559,0.018,"found:",636,9.95,"notFound",375,9.5
"176","TverskySimilarity","evaluationMode:","probability","FPRadius",2,"similarityThreshold:",0.7,"ba:",0.96338,0.01122,"f1:",0.98871,0.00281,"mcc",0.91808,0.01783,"found:",421,12.47,"notFound",590,13.07
"174","TverskySimilarity","evaluationMode:","top","FPRadius",2,"similarityThreshold:",0.7,"ba:",0.96652,0.00986,"f1:",0.98883,0.00271,"mcc",0.91834,0.01718,"found:",421,12.47,"notFound",590,13.07
"189","TverskySimilarity","evaluationMode:","probability","FPRadius",3,"similarityThreshold:",0.6,"ba:",0.95957,0.00804,"f1:",0.98863,0.00216,"mcc",0.92021,0.01495,"found:",493,12.72,"notFound",518,12.56
"61","TanimotoSimilarity","evaluationMode:","probability","FPRadius",2,"similarityThreshold:",0.45,"ba:",0.94272,0.01209,"f1:",0.98775,0.00274,"mcc",0.92023,0.01761,"found:",572,7.95,"notFound",439,8.44
"187","TverskySimilarity","evaluationMode:","top","FPRadius",3,"similarityThreshold:",0.6,"ba:",0.96756,0.00906,"f1:",0.98924,0.00231,"mcc",0.9233,0.01586,"found:",493,12.72,"notFound",518,12.56
"117","DiceSimilarity","evaluationMode:","top","FPRadius",3,"similarityThreshold:",0.55,"ba:",0.96465,0.01277,"f1:",0.9889,0.0024,"mcc",0.92441,0.01678,"found:",559,9.22,"notFound",452,9.77
"35","TanimotoSimilarity","evaluationMode:","probability","FPRadius",1,"similarityThreshold:",0.65,"ba:",0.95708,0.00957,"f1:",0.98919,0.00199,"mcc",0.92884,0.01276,"found:",365,13.39,"notFound",646,14.29
"181","TverskySimilarity","evaluationMode:","top","FPRadius",3,"similarityThreshold:",0.65,"ba:",0.97299,0.00698,"f1:",0.99115,0.00163,"mcc",0.93402,0.01321,"found:",386,16.5,"notFound",625,17.04
"183","TverskySimilarity","evaluationMode:","probability","FPRadius",3,"similarityThreshold:",0.65,"ba:",0.97316,0.00707,"f1:",0.99129,0.0017,"mcc",0.93508,0.01389,"found:",386,16.5,"notFound",625,17.04
"62","TanimotoSimilarity","evaluationMode:","probability","FPRadius",3,"similarityThreshold:",0.4,"ba:",0.95713,0.01225,"f1:",0.99076,0.00293,"mcc",0.93543,0.02019,"found:",513,11.82,"notFound",498,12.2
"52","TanimotoSimilarity","evaluationMode:","top","FPRadius",2,"similarityThreshold:",0.45,"ba:",0.96402,0.01426,"f1:",0.99071,0.00265,"mcc",0.9359,0.01911,"found:",572,7.95,"notFound",439,8.44
"108","DiceSimilarity","evaluationMode:","probability","FPRadius",2,"similarityThreshold:",0.65,"ba:",0.95756,0.00974,"f1:",0.99088,0.0024,"mcc",0.9361,0.01738,"found:",500,11.18,"notFound",511,11.66
"115","DiceSimilarity","evaluationMode:","probability","FPRadius",3,"similarityThreshold:",0.6,"ba:",0.9635,0.01035,"f1:",0.99123,0.00251,"mcc",0.937,0.01666,"found:",459,14.81,"notFound",553,15.22
"27","TanimotoSimilarity","evaluationMode:","top","FPRadius",1,"similarityThreshold:",0.65,"ba:",0.96731,0.01158,"f1:",0.99081,0.00228,"mcc",0.93854,0.01503,"found:",365,13.39,"notFound",646,14.29
"54","TanimotoSimilarity","evaluationMode:","probability","FPRadius",2,"similarityThreshold:",0.5,"ba:",0.96274,0.00825,"f1:",0.99151,0.00218,"mcc",0.93955,0.01395,"found:",461,12.52,"notFound",551,13.18
"104","DiceSimilarity","evaluationMode:","top","FPRadius",2,"similarityThreshold:",0.65,"ba:",0.96559,0.0135,"f1:",0.99172,0.00277,"mcc",0.94087,0.02012,"found:",500,11.18,"notFound",511,11.66
"60","TanimotoSimilarity","evaluationMode:","probability","FPRadius",3,"similarityThreshold:",0.45,"ba:",0.9687,0.01008,"f1:",0.99196,0.00248,"mcc",0.94131,0.01791,"found:",420,14.28,"notFound",591,14.76
"58","TanimotoSimilarity","evaluationMode:","top","FPRadius",3,"similarityThreshold:",0.4,"ba:",0.96934,0.0114,"f1:",0.99194,0.00252,"mcc",0.94208,0.01739,"found:",513,11.82,"notFound",498,12.2
"53","TanimotoSimilarity","evaluationMode:","top","FPRadius",3,"similarityThreshold:",0.45,"ba:",0.97059,0.01033,"f1:",0.99224,0.00251,"mcc",0.94346,0.01733,"found:",420,14.28,"notFound",591,14.76
"90","DiceSimilarity","evaluationMode:","probability","FPRadius",1,"similarityThreshold:",0.8,"ba:",0.96762,0.00765,"f1:",0.99178,0.00183,"mcc",0.94394,0.01185,"found:",336,14.56,"notFound",676,15.49
"110","DiceSimilarity","evaluationMode:","top","FPRadius",3,"similarityThreshold:",0.6,"ba:",0.97018,0.0114,"f1:",0.99224,0.00276,"mcc",0.94408,0.0183,"found:",459,14.81,"notFound",553,15.22
"48","TanimotoSimilarity","evaluationMode:","top","FPRadius",2,"similarityThreshold:",0.5,"ba:",0.96867,0.01268,"f1:",0.99227,0.00265,"mcc",0.94426,0.01872,"found:",461,12.52,"notFound",551,13.18
"86","DiceSimilarity","evaluationMode:","top","FPRadius",1,"similarityThreshold:",0.8,"ba:",0.97201,0.01103,"f1:",0.99214,0.00204,"mcc",0.9461,0.01327,"found:",336,14.56,"notFound",676,15.49
"230","calc_ergfp","evaluationMode:","top","FPRadius",0,"similarityThreshold:",0.9,"ba:",0.9698,0.02033,"f1:",0.99521,0.00206,"mcc",0.94742,0.02314,"found:",208,8.84,"notFound",804,9.44
"233","calc_ergfp","evaluationMode:","probability","FPRadius",0,"similarityThreshold:",0.9,"ba:",0.9698,0.02033,"f1:",0.99521,0.00206,"mcc",0.94742,0.02314,"found:",208,8.84,"notFound",804,9.44
"29","TanimotoSimilarity","evaluationMode:","probability","FPRadius",1,"similarityThreshold:",0.7,"ba:",0.97517,0.01107,"f1:",0.99272,0.00259,"mcc",0.94787,0.01767,"found:",271,10.86,"notFound",740,11.64
"47","TanimotoSimilarity","evaluationMode:","probability","FPRadius",2,"similarityThreshold:",0.55,"ba:",0.9732,0.01109,"f1:",0.9932,0.0018,"mcc",0.94889,0.01191,"found:",366,14.36,"notFound",645,14.96
"102","DiceSimilarity","evaluationMode:","probability","FPRadius",2,"similarityThreshold:",0.7,"ba:",0.97401,0.0102,"f1:",0.99315,0.00184,"mcc",0.94932,0.01323,"found:",390,13,"notFound",621,13.46
"25","TanimotoSimilarity","evaluationMode:","top","FPRadius",1,"similarityThreshold:",0.7,"ba:",0.97656,0.01233,"f1:",0.99294,0.00255,"mcc",0.94944,0.01739,"found:",271,10.86,"notFound",740,11.64
"41","TanimotoSimilarity","evaluationMode:","top","FPRadius",2,"similarityThreshold:",0.55,"ba:",0.97429,0.01154,"f1:",0.99335,0.00177,"mcc",0.95012,0.01126,"found:",366,14.36,"notFound",645,14.96
"98","DiceSimilarity","evaluationMode:","top","FPRadius",2,"similarityThreshold:",0.7,"ba:",0.97505,0.01056,"f1:",0.9933,0.00173,"mcc",0.95049,0.01181,"found:",390,13,"notFound",621,13.46
"175","TverskySimilarity","evaluationMode:","top","FPRadius",3,"similarityThreshold:",0.7,"ba:",0.98246,0.00708,"f1:",0.99364,0.00159,"mcc",0.95109,0.01021,"found:",298,11.12,"notFound",713,11.33
"177","TverskySimilarity","evaluationMode:","probability","FPRadius",3,"similarityThreshold:",0.7,"ba:",0.98268,0.00709,"f1:",0.99382,0.00156,"mcc",0.95251,0.01013,"found:",298,11.12,"notFound",713,11.33
"55","TanimotoSimilarity","evaluationMode:","probability","FPRadius",3,"similarityThreshold:",0.5,"ba:",0.97568,0.00863,"f1:",0.99371,0.00217,"mcc",0.95285,0.01503,"found:",342,15.84,"notFound",670,16.27
"51","TanimotoSimilarity","evaluationMode:","top","FPRadius",3,"similarityThreshold:",0.5,"ba:",0.97684,0.00872,"f1:",0.99388,0.00206,"mcc",0.95417,0.01373,"found:",342,15.84,"notFound",670,16.27
"154","TverskySimilarity","evaluationMode:","top","FPRadius",1,"similarityThreshold:",0.85,"ba:",0.97788,0.01046,"f1:",0.99386,0.00276,"mcc",0.95505,0.01967,"found:",254,10.97,"notFound",757,10.95
"167","TverskySimilarity","evaluationMode:","top","FPRadius",2,"similarityThreshold:",0.75,"ba:",0.98704,0.00609,"f1:",0.99396,0.00145,"mcc",0.95522,0.01076,"found:",315,12.74,"notFound",696,12.83
"112","DiceSimilarity","evaluationMode:","probability","FPRadius",3,"similarityThreshold:",0.65,"ba:",0.97763,0.00797,"f1:",0.99416,0.00198,"mcc",0.95616,0.01445,"found:",368,15.45,"notFound",644,16.03
"105","DiceSimilarity","evaluationMode:","top","FPRadius",3,"similarityThreshold:",0.65,"ba:",0.97874,0.00795,"f1:",0.99432,0.00187,"mcc",0.95741,0.01313,"found:",368,15.45,"notFound",644,16.03
"171","TverskySimilarity","evaluationMode:","probability","FPRadius",2,"similarityThreshold:",0.75,"ba:",0.98743,0.00622,"f1:",0.99432,0.00155,"mcc",0.95798,0.01147,"found:",315,12.74,"notFound",696,12.83
"157","TverskySimilarity","evaluationMode:","probability","FPRadius",1,"similarityThreshold:",0.85,"ba:",0.979,0.01028,"f1:",0.99475,0.00279,"mcc",0.96224,0.01887,"found:",254,10.97,"notFound",757,10.95
"38","TanimotoSimilarity","evaluationMode:","top","FPRadius",2,"similarityThreshold:",0.6,"ba:",0.98261,0.00673,"f1:",0.99627,0.00064,"mcc",0.97059,0.00537,"found:",292,13.78,"notFound",719,14.37
"42","TanimotoSimilarity","evaluationMode:","probability","FPRadius",2,"similarityThreshold:",0.6,"ba:",0.98261,0.00673,"f1:",0.99627,0.00064,"mcc",0.97059,0.00537,"found:",292,13.78,"notFound",719,14.37
"94","DiceSimilarity","evaluationMode:","top","FPRadius",2,"similarityThreshold:",0.75,"ba:",0.98261,0.00673,"f1:",0.99627,0.00064,"mcc",0.97059,0.00537,"found:",292,13.78,"notFound",719,14.37
"96","DiceSimilarity","evaluationMode:","probability","FPRadius",2,"similarityThreshold:",0.75,"ba:",0.98261,0.00673,"f1:",0.99627,0.00064,"mcc",0.97059,0.00537,"found:",292,13.78,"notFound",719,14.37
"79","DiceSimilarity","evaluationMode:","top","FPRadius",1,"similarityThreshold:",0.85,"ba:",0.98617,0.01013,"f1:",0.99662,0.0017,"mcc",0.97447,0.0131,"found:",204,11.53,"notFound",807,12.11
"84","DiceSimilarity","evaluationMode:","probability","FPRadius",1,"similarityThreshold:",0.85,"ba:",0.98617,0.01013,"f1:",0.99662,0.0017,"mcc",0.97447,0.0131,"found:",204,11.53,"notFound",807,12.11
"43","TanimotoSimilarity","evaluationMode:","top","FPRadius",3,"similarityThreshold:",0.55,"ba:",0.98495,0.00417,"f1:",0.99747,0.00084,"mcc",0.97779,0.00895,"found:",267,11.79,"notFound",744,12.33
"49","TanimotoSimilarity","evaluationMode:","probability","FPRadius",3,"similarityThreshold:",0.55,"ba:",0.98495,0.00417,"f1:",0.99747,0.00084,"mcc",0.97779,0.00895,"found:",267,11.79,"notFound",744,12.33
"100","DiceSimilarity","evaluationMode:","top","FPRadius",3,"similarityThreshold:",0.7,"ba:",0.98643,0.00371,"f1:",0.99761,0.00077,"mcc",0.98004,0.00782,"found:",285,12.73,"notFound",727,13.28
"106","DiceSimilarity","evaluationMode:","probability","FPRadius",3,"similarityThreshold:",0.7,"ba:",0.98643,0.00371,"f1:",0.99761,0.00077,"mcc",0.98004,0.00782,"found:",285,12.73,"notFound",727,13.28
"39","TanimotoSimilarity","evaluationMode:","top","FPRadius",3,"similarityThreshold:",0.6,"ba:",0.98893,0.01032,"f1:",0.99813,0.00167,"mcc",0.98324,0.01536,"found:",211,10.16,"notFound",801,10.36
"45","TanimotoSimilarity","evaluationMode:","probability","FPRadius",3,"similarityThreshold:",0.6,"ba:",0.98893,0.01032,"f1:",0.99813,0.00167,"mcc",0.98324,0.01536,"found:",211,10.16,"notFound",801,10.36
"95","DiceSimilarity","evaluationMode:","top","FPRadius",3,"similarityThreshold:",0.75,"ba:",0.98893,0.01032,"f1:",0.99813,0.00167,"mcc",0.98324,0.01536,"found:",211,10.16,"notFound",801,10.36
"101","DiceSimilarity","evaluationMode:","probability","FPRadius",3,"similarityThreshold:",0.75,"ba:",0.98893,0.01032,"f1:",0.99813,0.00167,"mcc",0.98324,0.01536,"found:",211,10.16,"notFound",801,10.36
"30","TanimotoSimilarity","evaluationMode:","top","FPRadius",2,"similarityThreshold:",0.65,"ba:",0.99004,0.0091,"f1:",0.99828,0.00113,"mcc",0.98445,0.01029,"found:",226,9.1,"notFound",786,9.71
"34","TanimotoSimilarity","evaluationMode:","probability","FPRadius",2,"similarityThreshold:",0.65,"ba:",0.99004,0.0091,"f1:",0.99828,0.00113,"mcc",0.98445,0.01029,"found:",226,9.1,"notFound",786,9.71
"87","DiceSimilarity","evaluationMode:","top","FPRadius",2,"similarityThreshold:",0.8,"ba:",0.99105,0.01053,"f1:",0.99867,0.00134,"mcc",0.98762,0.01247,"found:",206,10.67,"notFound",805,11.37
"91","DiceSimilarity","evaluationMode:","probability","FPRadius",2,"similarityThreshold:",0.8,"ba:",0.99105,0.01053,"f1:",0.99867,0.00134,"mcc",0.98762,0.01247,"found:",206,10.67,"notFound",805,11.37
"156","TverskySimilarity","evaluationMode:","top","FPRadius",3,"similarityThreshold:",0.85,"ba:",0.99868,0.00395,"f1:",0.99867,0.004,"mcc",0.98826,0.03523,"found:",78,6.18,"notFound",933,6.12
"159","TverskySimilarity","evaluationMode:","probability","FPRadius",3,"similarityThreshold:",0.85,"ba:",0.99868,0.00395,"f1:",0.99867,0.004,"mcc",0.98826,0.03523,"found:",78,6.18,"notFound",933,6.12
"162","TverskySimilarity","evaluationMode:","top","FPRadius",3,"similarityThreshold:",0.8,"ba:",0.99857,0.00328,"f1:",0.99855,0.00331,"mcc",0.98853,0.02387,"found:",152,8.8,"notFound",859,8.78
"165","TverskySimilarity","evaluationMode:","probability","FPRadius",3,"similarityThreshold:",0.8,"ba:",0.99857,0.00328,"f1:",0.99855,0.00331,"mcc",0.98853,0.02387,"found:",152,8.8,"notFound",859,8.78
"15","TanimotoSimilarity","evaluationMode:","top","FPRadius",1,"similarityThreshold:",0.75,"ba:",0.99206,0.00927,"f1:",0.99852,0.00148,"mcc",0.98882,0.01129,"found:",192,9.57,"notFound",819,10.31
"21","TanimotoSimilarity","evaluationMode:","probability","FPRadius",1,"similarityThreshold:",0.75,"ba:",0.99206,0.00927,"f1:",0.99852,0.00148,"mcc",0.98882,0.01129,"found:",192,9.57,"notFound",819,10.31
"168","TverskySimilarity","evaluationMode:","top","FPRadius",3,"similarityThreshold:",0.75,"ba:",0.99879,0.00223,"f1:",0.99879,0.00224,"mcc",0.99043,0.01614,"found:",227,9.93,"notFound",785,10.06
"146","TverskySimilarity","evaluationMode:","top","FPRadius",1,"similarityThreshold:",0.9,"ba:",0.99868,0.00282,"f1:",0.99867,0.00284,"mcc",0.99089,0.01852,"found:",130,5,"notFound",881,5.61
"150","TverskySimilarity","evaluationMode:","probability","FPRadius",1,"similarityThreshold:",0.9,"ba:",0.99868,0.00282,"f1:",0.99867,0.00284,"mcc",0.99089,0.01852,"found:",130,5,"notFound",881,5.61
"161","TverskySimilarity","evaluationMode:","top","FPRadius",2,"similarityThreshold:",0.8,"ba:",0.99877,0.00226,"f1:",0.99877,0.00228,"mcc",0.99129,0.01509,"found:",225,9.93,"notFound",786,10.11
"172","TverskySimilarity","evaluationMode:","probability","FPRadius",3,"similarityThreshold:",0.75,"ba:",0.99904,0.00221,"f1:",0.99903,0.00223,"mcc",0.99262,0.01581,"found:",227,9.93,"notFound",785,10.06
"164","TverskySimilarity","evaluationMode:","probability","FPRadius",2,"similarityThreshold:",0.8,"ba:",0.99902,0.00224,"f1:",0.99902,0.00226,"mcc",0.99316,0.0149,"found:",225,9.93,"notFound",786,10.11
"155","TverskySimilarity","evaluationMode:","top","FPRadius",2,"similarityThreshold:",0.85,"ba:",0.99917,0.0025,"f1:",0.99916,0.00252,"mcc",0.99455,0.01635,"found:",135,7.22,"notFound",877,7.1
"158","TverskySimilarity","evaluationMode:","probability","FPRadius",2,"similarityThreshold:",0.85,"ba:",0.99917,0.0025,"f1:",0.99916,0.00252,"mcc",0.99455,0.01635,"found:",135,7.22,"notFound",877,7.1
"75","DiceSimilarity","evaluationMode:","top","FPRadius",3,"similarityThreshold:",0.9,"ba:",1,0,"f1:",1,0,"mcc",1,0,"found:",19,2.05,"notFound",993,1.9
"80","DiceSimilarity","evaluationMode:","probability","FPRadius",3,"similarityThreshold:",0.9,"ba:",1,0,"f1:",1,0,"mcc",1,0,"found:",19,2.05,"notFound",993,1.9
"5","TanimotoSimilarity","evaluationMode:","top","FPRadius",2,"similarityThreshold:",0.85,"ba:",1,0,"f1:",1,0,"mcc",1,0,"found:",23,2.48,"notFound",989,2.55
"8","TanimotoSimilarity","evaluationMode:","probability","FPRadius",2,"similarityThreshold:",0.85,"ba:",1,0,"f1:",1,0,"mcc",1,0,"found:",23,2.48,"notFound",989,2.55
"1","TanimotoSimilarity","evaluationMode:","top","FPRadius",1,"similarityThreshold:",0.9,"ba:",1,0,"f1:",1,0,"mcc",1,0,"found:",26,2.65,"notFound",985,2.91
"3","TanimotoSimilarity","evaluationMode:","probability","FPRadius",1,"similarityThreshold:",0.9,"ba:",1,0,"f1:",1,0,"mcc",1,0,"found:",26,2.65,"notFound",985,2.91
"17","TanimotoSimilarity","evaluationMode:","top","FPRadius",3,"similarityThreshold:",0.8,"ba:",1,0,"f1:",1,0,"mcc",1,0,"found:",30,2.06,"notFound",981,2.34
"20","TanimotoSimilarity","evaluationMode:","probability","FPRadius",3,"similarityThreshold:",0.8,"ba:",1,0,"f1:",1,0,"mcc",1,0,"found:",30,2.06,"notFound",981,2.34
"72","DiceSimilarity","evaluationMode:","top","FPRadius",2,"similarityThreshold:",0.9,"ba:",1,0,"f1:",1,0,"mcc",1,0,"found:",46,3.03,"notFound",965,3.29
"77","DiceSimilarity","evaluationMode:","probability","FPRadius",2,"similarityThreshold:",0.9,"ba:",1,0,"f1:",1,0,"mcc",1,0,"found:",46,3.03,"notFound",965,3.29
"148","TverskySimilarity","evaluationMode:","top","FPRadius",2,"similarityThreshold:",0.9,"ba:",1,0,"f1:",1,0,"mcc",1,0,"found:",51,4.5,"notFound",960,5.06
"151","TverskySimilarity","evaluationMode:","probability","FPRadius",2,"similarityThreshold:",0.9,"ba:",1,0,"f1:",1,0,"mcc",1,0,"found:",51,4.5,"notFound",960,5.06
"14","TanimotoSimilarity","evaluationMode:","top","FPRadius",2,"similarityThreshold:",0.8,"ba:",1,0,"f1:",1,0,"mcc",1,0,"found:",58,3.01,"notFound",953,3.39
"19","TanimotoSimilarity","evaluationMode:","probability","FPRadius",2,"similarityThreshold:",0.8,"ba:",1,0,"f1:",1,0,"mcc",1,0,"found:",58,3.01,"notFound",953,3.39
"22","TanimotoSimilarity","evaluationMode:","top","FPRadius",3,"similarityThreshold:",0.75,"ba:",1,0,"f1:",1,0,"mcc",1,0,"found:",61,4.39,"notFound",950,4.39
"24","TanimotoSimilarity","evaluationMode:","probability","FPRadius",3,"similarityThreshold:",0.75,"ba:",1,0,"f1:",1,0,"mcc",1,0,"found:",61,4.39,"notFound",950,4.39
"83","DiceSimilarity","evaluationMode:","top","FPRadius",3,"similarityThreshold:",0.85,"ba:",1,0,"f1:",1,0,"mcc",1,0,"found:",66,4.08,"notFound",945,4.35
"88","DiceSimilarity","evaluationMode:","probability","FPRadius",3,"similarityThreshold:",0.85,"ba:",1,0,"f1:",1,0,"mcc",1,0,"found:",66,4.08,"notFound",945,4.35
"2","TanimotoSimilarity","evaluationMode:","top","FPRadius",1,"similarityThreshold:",0.85,"ba:",1,0,"f1:",1,0,"mcc",1,0,"found:",70,3.35,"notFound",942,4.05
"4","TanimotoSimilarity","evaluationMode:","probability","FPRadius",1,"similarityThreshold:",0.85,"ba:",1,0,"f1:",1,0,"mcc",1,0,"found:",70,3.35,"notFound",942,4.05
"28","TanimotoSimilarity","evaluationMode:","top","FPRadius",3,"similarityThreshold:",0.7,"ba:",1,0,"f1:",1,0,"mcc",1,0,"found:",97,6.31,"notFound",914,6.74
"32","TanimotoSimilarity","evaluationMode:","probability","FPRadius",3,"similarityThreshold:",0.7,"ba:",1,0,"f1:",1,0,"mcc",1,0,"found:",97,6.31,"notFound",914,6.74
"18","TanimotoSimilarity","evaluationMode:","top","FPRadius",2,"similarityThreshold:",0.75,"ba:",1,0,"f1:",1,0,"mcc",1,0,"found:",102,7.51,"notFound",909,7.8
