Tanimoto_top_1_0.99% 	 0.78827 	 0.01104 	 0.90442 	 0.00502 	 0.57672 	 0.01751 	 0.3 
Tanimoto_top_2_0.99% 	 NA 	 NA 	 NA 	 NA 	 NA 	 NA 	 NA 
Tanimoto_top_3_0.99% 	 NA 	 NA 	 NA 	 NA 	 NA 	 NA 	 NA 
Dice_top_1_0.99% 	 0.79552 	 0.01145 	 0.90773 	 0.00533 	 0.58806 	 0.02549 	 0.5 
Dice_top_2_0.99% 	 0.80098 	 0.00989 	 0.91014 	 0.00433 	 0.60376 	 0.01586 	 0.35 
Dice_top_3_0.99% 	 0.80029 	 0.01074 	 0.90995 	 0.00505 	 0.6084 	 0.01915 	 0.3 
Tversky_top_1_0.99% 	 0.75612 	 0.01096 	 0.88976 	 0.00592 	 0.51203 	 0.01696 	 0.4 
Tversky_top_2_0.99% 	 0.7691 	 0.01451 	 0.89563 	 0.00687 	 0.54149 	 0.02529 	 0.35 
Tversky_top_3_0.99% 	 0.7715 	 0.0124 	 0.89627 	 0.00599 	 0.55037 	 0.02682 	 0.3 
Tanimoto_top_1_0.99% 	 0.78827 	 0.01104 	 0.90442 	 0.00502 	 0.57672 	 0.01751 	 0.3 
Tanimoto_top_2_0.99% 	 NA 	 NA 	 NA 	 NA 	 NA 	 NA 	 NA 
Tanimoto_top_3_0.99% 	 NA 	 NA 	 NA 	 NA 	 NA 	 NA 	 NA 
Dice_top_1_0.99% 	 0.79552 	 0.01145 	 0.90773 	 0.00533 	 0.58806 	 0.02549 	 0.5 
Dice_top_2_0.99% 	 0.80098 	 0.00989 	 0.91014 	 0.00433 	 0.60376 	 0.01586 	 0.35 
Dice_top_3_0.99% 	 0.80029 	 0.01074 	 0.90995 	 0.00505 	 0.6084 	 0.01915 	 0.3 
Tversky_top_1_0.99% 	 0.75612 	 0.01096 	 0.88976 	 0.00592 	 0.51203 	 0.01696 	 0.4 
Tversky_top_2_0.99% 	 0.7691 	 0.01451 	 0.89563 	 0.00687 	 0.54149 	 0.02529 	 0.35 
Tversky_top_3_0.99% 	 0.7715 	 0.0124 	 0.89627 	 0.00599 	 0.55037 	 0.02682 	 0.3 
